Title,Composer,Permlink,Instrumentation,Key,Piece Style,First Performance,Year/Date of Composition,Composer Time Period,Average Duration
3 Pieces,"Kortchmariov, Klimenty","https://imslp.org/wiki/3_Pieces_(Kortchmariov,_Klimenty)",Piano,,Romantic,,1919 (No.1) 1922 (No.2) 1918 (No.3),Early 20th century,
3 Pieces,"Mendelssohn, Felix","https://imslp.org/wiki/3_Pieces_(Mendelssohn,_Felix)",piano,,Romantic,,1841-44,Romantic,
3 Pieces,"Rachmaninoff, Sergei","https://imslp.org/wiki/3_Pieces_(Rachmaninoff,_Sergei)","alto flute, piano",,Romantic,,2008,Romantic,8 minutes
3 Pieces,"Rzewski, Frederic","https://imslp.org/wiki/3_Pieces_(Rzewski,_Frederic)","soprano saxophone, trombone, piano",,Modern,,1981,Modern,
3 Pieces,"Sarenko, Vasily","https://imslp.org/wiki/3_Pieces_(Sarenko,_Vasily)",guitar,,Romantic,,,Romantic,
3 Pieces,"Schmitt, Florent","https://imslp.org/wiki/3_Pieces_(Schmitt,_Florent)",piano,,Romantic,,,Early 20th century,
3 Pieces,"Shaposhnikov, Adrian","https://imslp.org/wiki/3_Pieces_(Shaposhnikov,_Adrian)",piano,,Early 20th century,,"1914 (No.1,2) 1915 (No.3)",Early 20th century,
3 Pieces,"Silmon-Clyde, Joseph","https://imslp.org/wiki/3_Pieces_(Silmon-Clyde,_Joseph)","cello, piano",,Modern,,2018,Modern,
3 Pieces,"Simonetti, Achille","https://imslp.org/wiki/3_Pieces_(Simonetti,_Achille)","violin, piano",,Romantic,,,Romantic,
3 Pieces,"Skalkottas, Nikos","https://imslp.org/wiki/3_Pieces_(Skalkottas,_Nikos)","violin, piano",,Early 20th century,,,Early 20th century,
3 Pieces,"Vetrov, Aleksandr","https://imslp.org/wiki/3_Pieces_(Vetrov,_Aleksandr)",guitar,,Romantic,,,Romantic,
3 Pieces,"Zernov, Dmitry","https://imslp.org/wiki/3_Pieces_(Zernov,_Dmitry)",piano,,Early 20th century,,1909,Romantic,
"3 Pieces Caracteristiques, Op.50","Peters, Max","https://imslp.org/wiki/3_Pieces_Caracteristiques,_Op.50_(Peters,_Max)",Piano,,Romantic,,,Romantic,
"3 Pieces after Stańczyk, Op.11","Azpeitia, Valentine","https://imslp.org/wiki/3_Pieces_after_Stańczyk,_Op.11_(Azpeitia,_Valentine)",Piano solo,,Modern,,2022,Modern,7 minutes
"3 Pieces dans le Style ancien, Op.39","Fischhof, Robert","https://imslp.org/wiki/3_Pieces_dans_le_Style_ancien,_Op.39_(Fischhof,_Robert)",piano,,Romantic,,,Romantic,
"3 Pieces de Salon, Op.30","Davydov, Karl","https://imslp.org/wiki/3_Pieces_de_Salon,_Op.30_(Davydov,_Karl)","cello, piano",,Romantic,,,Romantic,
"3 Pieces for 'The Stone Guest', Op.51bis","Gnesin, Mikhail","https://imslp.org/wiki/3_Pieces_for_'The_Stone_Guest',_Op.51bis_(Gnesin,_Mikhail)","cello, piano",,Early 20th century,,1938-39,Romantic,
3 Pieces for 2 Pianos,"Stavenhagen, Bernhard","https://imslp.org/wiki/3_Pieces_for_2_Pianos_(Stavenhagen,_Bernhard)",2 pianos,see below,Romantic,,,Romantic,
"3 Pieces for 4 Violins, Op.178","Dancla, Charles","https://imslp.org/wiki/3_Pieces_for_4_Violins,_Op.178_(Dancla,_Charles)",4 violins,,Romantic,,,Romantic,
"3 Pieces for 6 Hands, Op.37","Ismagilov, Timur","https://imslp.org/wiki/3_Pieces_for_6_Hands,_Op.37_(Ismagilov,_Timur)",piano 6 hands,,Modern,,2010-16,Modern,8 minutes
"3 Pieces for Aslı, Op.104","Toker, Hakan Ali","https://imslp.org/wiki/3_Pieces_for_Aslı,_Op.104_(Toker,_Hakan_Ali)",piano,,Romantic,,2007-01-05,Modern,11 minutes
3 Pieces for Brass Octet,"Rodríguez Peris, Martín José","https://imslp.org/wiki/3_Pieces_for_Brass_Octet_(Rodríguez_Peris,_Martín_José)","Brass octet: 2 horns, 3 trumpets, 2 trombones, tuba",C major,Classical,,1984,Modern,10-11 minutes
3 Pieces for Cello Solo,"Paparozzi, Stefano","https://imslp.org/wiki/3_Pieces_for_Cello_Solo_(Paparozzi,_Stefano)",Cello,,Modern,,2020,Modern,10 minutes
3 Pieces for Cello and Piano,"Boulanger, Nadia","https://imslp.org/wiki/3_Pieces_for_Cello_and_Piano_(Boulanger,_Nadia)",Cello and piano,,Early 20th century,,1914,Early 20th century,
3 Pieces for Cello and Piano,"Grandval, Clémence de","https://imslp.org/wiki/3_Pieces_for_Cello_and_Piano_(Grandval,_Clémence_de)","cello, piano",,Romantic,,,Romantic,
3 Pieces for Cello and Piano,"Herbert, Victor","https://imslp.org/wiki/3_Pieces_for_Cello_and_Piano_(Herbert,_Victor)","cello, piano",,Romantic,,,Romantic,
3 Pieces for Cello and Piano,"Marie, Gabriel Prosper","https://imslp.org/wiki/3_Pieces_for_Cello_and_Piano_(Marie,_Gabriel_Prosper)","cello (or violin), piano",,Romantic,,,Romantic,
"3 Pieces for Cello and Piano, Op.1","Foote, Arthur","https://imslp.org/wiki/3_Pieces_for_Cello_and_Piano,_Op.1_(Foote,_Arthur)","cello, piano",,Romantic,,1881,Romantic,
"3 Pieces for Cello and Piano, Op.146","Reinecke, Carl","https://imslp.org/wiki/3_Pieces_for_Cello_and_Piano,_Op.146_(Reinecke,_Carl)","cello, piano",,Romantic,,,Romantic,10 minutes (?)
"3 Pieces for Cello and Piano, Op.4","Pachulski, Henryk","https://imslp.org/wiki/3_Pieces_for_Cello_and_Piano,_Op.4_(Pachulski,_Henryk)",Violoncello & Piano,,Romantic,,,Romantic,
"3 Pieces for Cello and Piano, Op.53","Brückner, Oscar","https://imslp.org/wiki/3_Pieces_for_Cello_and_Piano,_Op.53_(Brückner,_Oscar)",Cello and Piano,,Romantic,,,Romantic,
"3 Pieces for Cello and Piano, Op.8","Hindemith, Paul","https://imslp.org/wiki/3_Pieces_for_Cello_and_Piano,_Op.8_(Hindemith,_Paul)","cello, piano",,Modern,,1917-03-06,Modern,18 minutes
3 Pieces for Chamber Orchestra,"Schoenberg, Arnold","https://imslp.org/wiki/3_Pieces_for_Chamber_Orchestra_(Schoenberg,_Arnold)","flute, oboe, clarinet, bassoon, horn, organ (or harmonium), celesta, 2 violins, viola, cello, double bass",,Modern,,1910,Early 20th century,3 minutes
3 Pieces for Clarinet,"Shavers, Bruce","https://imslp.org/wiki/3_Pieces_for_Clarinet_(Shavers,_Bruce)",clarinet,,Early 20th century,,1985,Modern,6 minutes
"3 Pieces for Clarinet Solo, K033","Stravinsky, Igor","https://imslp.org/wiki/3_Pieces_for_Clarinet_Solo,_K033_(Stravinsky,_Igor)",clarinet,,Early 20th century,,1918,Early 20th century,
"3 Pieces for Clarinet Solo, Op.16","Halloran, Stephen","https://imslp.org/wiki/3_Pieces_for_Clarinet_Solo,_Op.16_(Halloran,_Stephen)",clarinet,,Modern,,1990,Modern,2 minutes
3 Pieces for Clarinet and Piano,"Jurado, Carlos Andrés","https://imslp.org/wiki/3_Pieces_for_Clarinet_and_Piano_(Jurado,_Carlos_Andrés)","clarinet, piano",,Modern,,2022,Modern,8 minutes
3 Pieces for Clarinet and Piano,"Miskow, Sextus","https://imslp.org/wiki/3_Pieces_for_Clarinet_and_Piano_(Miskow,_Sextus)","Clarinet (B ♭ ), piano",,Romantic,,,Romantic,
"3 Pieces for Clarinet and Piano, Op.12","Fairchild, Blair","https://imslp.org/wiki/3_Pieces_for_Clarinet_and_Piano,_Op.12_(Fairchild,_Blair)","Clarinet, Piano",,Romantic,,,Early 20th century,
"3 Pieces for Doctor's Orchestra, Op.82","Toch, Ernst","https://imslp.org/wiki/3_Pieces_for_Doctor's_Orchestra,_Op.82_(Toch,_Ernst)",orchestra (Nos.2-3),,Early 20th century,,1960-61,Early 20th century,
"3 Pieces for Double Bass and Piano, Op.96","Fuchs, Robert","https://imslp.org/wiki/3_Pieces_for_Double_Bass_and_Piano,_Op.96_(Fuchs,_Robert)",Double Bass and Piano,,Romantic,,1912 (nos. 2 & 3),Romantic,
3 Pieces for English Horn and String Trio,"Zintl, Frank","https://imslp.org/wiki/3_Pieces_for_English_Horn_and_String_Trio_(Zintl,_Frank)","English horn (or clarinet), violin, viola, cello",,Romantic,,2022,Modern,22 minutes
3 Pieces for Flute and Cello,"Girtain IV, Edgar","https://imslp.org/wiki/3_Pieces_for_Flute_and_Cello_(Girtain_IV,_Edgar)","flute, cello",G major,Romantic,,2022,Modern,9 minutes
3 Pieces for Flute and Piano,"Zadeja, Çesk","https://imslp.org/wiki/3_Pieces_for_Flute_and_Piano_(Zadeja,_Çesk)","Flute, piano",,Modern,,1996,Modern,
"3 Pieces for Flute and Piano, Op.12","Robert-Hansen, Emil","https://imslp.org/wiki/3_Pieces_for_Flute_and_Piano,_Op.12_(Robert-Hansen,_Emil)","Flute, Piano",,Romantic,,ca. 1905-1910?,Romantic,
"3 Pieces for Flute and Piano, Op.180","Kronke, Emil","https://imslp.org/wiki/3_Pieces_for_Flute_and_Piano,_Op.180_(Kronke,_Emil)","flute, piano",,Romantic,,,Romantic,
"3 Pieces for Flute and Piano, Op.57","Andersen, Joachim","https://imslp.org/wiki/3_Pieces_for_Flute_and_Piano,_Op.57_(Andersen,_Joachim)","Flute, Piano",,Romantic,,,Romantic,
"3 Pieces for Flute, Harp and String Quartet, Op.13","Mason, Daniel Gregory","https://imslp.org/wiki/3_Pieces_for_Flute,_Harp_and_String_Quartet,_Op.13_(Mason,_Daniel_Gregory)","flute, harp, 2 violins, viola, cello",,Early 20th century,,"1911-12, rev.1943",Early 20th century,
"3 Pieces for Flute, Violin and Piano","Alpaidze, Manana","https://imslp.org/wiki/3_Pieces_for_Flute,_Violin_and_Piano_(Alpaidze,_Manana)","Flute, Violin, Piano",,Romantic,,2014,Modern,
"3 Pieces for Flute, Violin and Piano","Behr, Franz","https://imslp.org/wiki/3_Pieces_for_Flute,_Violin_and_Piano_(Behr,_Franz)","Flute, Violin and Piano (or 2 Flutes and Piano)",,Romantic,,,Romantic,
3 Pieces for Harp,"Peters-Rey, Gregor","https://imslp.org/wiki/3_Pieces_for_Harp_(Peters-Rey,_Gregor)",harp,,Modern,,"1984/85, rev. 2004",Modern,
"3 Pieces for Men's Chorus, Op.107","Kienzl, Wilhelm","https://imslp.org/wiki/3_Pieces_for_Men's_Chorus,_Op.107_(Kienzl,_Wilhelm)",male chorus,,Romantic,,,Romantic,
3 Pieces for Mixed Trio,"Petering, Mark","https://imslp.org/wiki/3_Pieces_for_Mixed_Trio_(Petering,_Mark)","clarinet, violin, piano",,Modern,,2005-8,Modern,16 minutes
3 Pieces for Mr Punch,"Dyson, Peter","https://imslp.org/wiki/3_Pieces_for_Mr_Punch_(Dyson,_Peter)",Piano,,Modern,,1988,Modern,4-5 minutes
"3 Pieces for Musical Clock, WoO 33a","Beethoven, Ludwig van","https://imslp.org/wiki/3_Pieces_for_Musical_Clock,_WoO_33a_(Beethoven,_Ludwig_van)",mechanical organ,,Classical,,1799,Classical,
"3 Pieces for Oboe Solo, Op.164","Plante, Cyril","https://imslp.org/wiki/3_Pieces_for_Oboe_Solo,_Op.164_(Plante,_Cyril)",oboe,,Romantic,,2012 (August),Modern,
"3 Pieces for Oboe and Piano, Op.31","Foote, Arthur","https://imslp.org/wiki/3_Pieces_for_Oboe_and_Piano,_Op.31_(Foote,_Arthur)","oboe (or flute), piano",,Romantic,,1893,Romantic,
"3 Pieces for Oboe and Piano, kwv.3","Kushki, Mohsen","https://imslp.org/wiki/3_Pieces_for_Oboe_and_Piano,_kwv.3_(Kushki,_Mohsen)","oboe, piano",,Classical,,2012,Modern,10 minutes
"3 Pieces for Oboe, Piano, Harp and Strings","Lino, Gustavo Branzani","https://imslp.org/wiki/3_Pieces_for_Oboe,_Piano,_Harp_and_Strings_(Lino,_Gustavo_Branzani)","oboe, piano, harp, 2 violins, viola, cello, double bass",A minor,Modern,,2018-20,Modern,20 minutes
"3 Pieces for Orchestra, WAB 97","Bruckner, Anton","https://imslp.org/wiki/3_Pieces_for_Orchestra,_WAB_97_(Bruckner,_Anton)","Orchestra: 2 flutes, 2 oboes, 2 clarinets, 2 bassoons + 2 horns, 2 trumpets, trombone + timpani + strings",,Romantic,,1862 — Linz,Romantic,
3 Pieces for Organ,"Gerber, Edward Enrico","https://imslp.org/wiki/3_Pieces_for_Organ_(Gerber,_Edward_Enrico)",organ,,Modern,,,Modern,
3 Pieces for Organ,"Gray, Alan","https://imslp.org/wiki/3_Pieces_for_Organ_(Gray,_Alan)",organ,,Early 20th century,,,Romantic,
3 Pieces for Organ,"Kinder, Ralph","https://imslp.org/wiki/3_Pieces_for_Organ_(Kinder,_Ralph)",organ,C major,Early 20th century,,,Early 20th century,
3 Pieces for Organ,"Respighi, Ottorino","https://imslp.org/wiki/3_Pieces_for_Organ_(Respighi,_Ottorino)",organ,,Romantic,,1910,Early 20th century,10 minutes
3 Pieces for Organ,"Wiedermann, Bedřich Antonín","https://imslp.org/wiki/3_Pieces_for_Organ_(Wiedermann,_Bedřich_Antonín)",organ,,Romantic,,1912,Early 20th century,
"3 Pieces for Organ, H.190","Bridge, Frank","https://imslp.org/wiki/3_Pieces_for_Organ,_H.190_(Bridge,_Frank)",organ,,Early 20th century,,1939,Early 20th century,
"3 Pieces for Organ, H.63","Bridge, Frank","https://imslp.org/wiki/3_Pieces_for_Organ,_H.63_(Bridge,_Frank)",organ,,Romantic,,,Early 20th century,
"3 Pieces for Organ, HWC 161","Willan, Healey","https://imslp.org/wiki/3_Pieces_for_Organ,_HWC_161_(Willan,_Healey)",organ,,Early 20th century,,,Early 20th century,
"3 Pieces for Organ, Op.159","Grechaninov, Aleksandr","https://imslp.org/wiki/3_Pieces_for_Organ,_Op.159_(Grechaninov,_Aleksandr)",organ,,Early 20th century,,1938,Romantic,
"3 Pieces for Organ, Op.22","Gade, Niels","https://imslp.org/wiki/3_Pieces_for_Organ,_Op.22_(Gade,_Niels)",organ,,Romantic,,1851 June,Romantic,
"3 Pieces for Organ, Op.23","Hendriks Jr., Christiaan Frederik","https://imslp.org/wiki/3_Pieces_for_Organ,_Op.23_(Hendriks_Jr.,_Christiaan_Frederik)",organ,,Early 20th century,,,Romantic,
"3 Pieces for Organ, Op.23","Quef, Charles","https://imslp.org/wiki/3_Pieces_for_Organ,_Op.23_(Quef,_Charles)",organ,,Romantic,,,Romantic,
"3 Pieces for Organ, Op.27","Mackenzie, Alexander Campbell","https://imslp.org/wiki/3_Pieces_for_Organ,_Op.27_(Mackenzie,_Alexander_Campbell)",Organ solo,,Romantic,,ca.1880,Romantic,
"3 Pieces for Organ, Op.36","Lucas, Clarence","https://imslp.org/wiki/3_Pieces_for_Organ,_Op.36_(Lucas,_Clarence)",Organ,1. E flat major; 2. F minor; 3. C major,Romantic,,,Romantic,
"3 Pieces for Organ, Op.44","Quef, Charles","https://imslp.org/wiki/3_Pieces_for_Organ,_Op.44_(Quef,_Charles)",organ,,Romantic,,,Romantic,
"3 Pieces for Organ, Op.49","McGrath, Joseph J.","https://imslp.org/wiki/3_Pieces_for_Organ,_Op.49_(McGrath,_Joseph_J.)",organ,,Early 20th century,,,Early 20th century,
3 Pieces for Piano,"Aquino, Mico N.","https://imslp.org/wiki/3_Pieces_for_Piano_(Aquino,_Mico_N.)",piano,,Classical,,2021,Modern,6-7 minutes
3 Pieces for Piano,"Bertelin, Albert","https://imslp.org/wiki/3_Pieces_for_Piano_(Bertelin,_Albert)",piano,,Romantic,,,Early 20th century,
3 Pieces for Piano,"Gerber, Edward Enrico","https://imslp.org/wiki/3_Pieces_for_Piano_(Gerber,_Edward_Enrico)",piano,,Modern,,,Modern,
3 Pieces for Piano,"Hopekirk, Helen","https://imslp.org/wiki/3_Pieces_for_Piano_(Hopekirk,_Helen)",Piano,see below,Early 20th century,,,Romantic,
3 Pieces for Piano,"Kram, Richard","https://imslp.org/wiki/3_Pieces_for_Piano_(Kram,_Richard)",Piano,,Modern,,1977,Modern,6 minutes
3 Pieces for Piano,"Lekeu, Guillaume","https://imslp.org/wiki/3_Pieces_for_Piano_(Lekeu,_Guillaume)",piano,,Romantic,,1892,Romantic,
3 Pieces for Piano,"Neff, Lyle K.","https://imslp.org/wiki/3_Pieces_for_Piano_(Neff,_Lyle_K.)",piano solo,,Modern,,1986; edited 1995,Modern,
3 Pieces for Piano,"Pizzetti, Ildebrando","https://imslp.org/wiki/3_Pieces_for_Piano_(Pizzetti,_Ildebrando)",piano,,Early 20th century,,,Early 20th century,
"3 Pieces for Piano 4 Hands, Op.42","Scharwenka, Philipp","https://imslp.org/wiki/3_Pieces_for_Piano_4_Hands,_Op.42_(Scharwenka,_Philipp)",piano 4-hands,,Romantic,,,Romantic,
"3 Pieces for Piano 4 hands, Op.17","Pinoy, Peter","https://imslp.org/wiki/3_Pieces_for_Piano_4_hands,_Op.17_(Pinoy,_Peter)",2 pianos or piano duet,,Modern,,2016 (Feb.),Modern,13 minutes
3 Pieces for Piano Trio,"Schvartz, Émile","https://imslp.org/wiki/3_Pieces_for_Piano_Trio_(Schvartz,_Émile)","Violin, Cello and Piano",,Romantic,,,Romantic,
"3 Pieces for Piano, Op.12","Engel, Joel","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.12_(Engel,_Joel)",piano,,Romantic,,,Romantic,
"3 Pieces for Piano, Op.13","Kryzhanovsky, Ivan","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.13_(Kryzhanovsky,_Ivan)",Piano,,Romantic,,,Romantic,
"3 Pieces for Piano, Op.20","Huss, Henry Holden","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.20_(Huss,_Henry_Holden)",piano,see below,Romantic,,1903 or before,Romantic,"11-12 minutes (7-8, 2, 2)"
"3 Pieces for Piano, Op.21","Blumenfeld, Felix","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.21_(Blumenfeld,_Felix)",piano,,Romantic,,,Romantic,
"3 Pieces for Piano, Op.21","Glière, Reinhold","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.21_(Glière,_Reinhold)",piano,,Romantic,,1905,Romantic,
"3 Pieces for Piano, Op.26","Huss, Henry Holden","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.26_(Huss,_Henry_Holden)",piano,,Early 20th century,,,Romantic,
"3 Pieces for Piano, Op.27","Zhelobinsky, Valery","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.27_(Zhelobinsky,_Valery)",piano,,Early 20th century,,1935,Early 20th century,
"3 Pieces for Piano, Op.28","Bennett, William Sterndale","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.28_(Bennett,_William_Sterndale)",piano,,Romantic,,,Romantic,
"3 Pieces for Piano, Op.49","Glazunov, Aleksandr","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.49_(Glazunov,_Aleksandr)",piano,,Romantic,,1894,Romantic,
"3 Pieces for Piano, Op.59","Prokofiev, Sergey","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.59_(Prokofiev,_Sergey)",Piano,,Early 20th century,,1933–34,Early 20th century,
"3 Pieces for Piano, Op.62","Friml, Rudolf","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.62_(Friml,_Rudolf)",piano,,Early 20th century,,,Early 20th century,
"3 Pieces for Piano, Op.96","Prokofiev, Sergey","https://imslp.org/wiki/3_Pieces_for_Piano,_Op.96_(Prokofiev,_Sergey)",Piano,,Early 20th century,,1941-42,Early 20th century,
3 Pieces for School Orchestra,"Domínguez, H. Raúl","https://imslp.org/wiki/3_Pieces_for_School_Orchestra_(Domínguez,_H._Raúl)",orchestra,,Modern,,2019-20,Modern,12 minutes
3 Pieces for Solo Cello,"Moore, Robert","https://imslp.org/wiki/3_Pieces_for_Solo_Cello_(Moore,_Robert)",cello,,Modern,,1989,Modern,15 minutes
3 Pieces for Solo Flute,"Ferroud, Pierre-Octave","https://imslp.org/wiki/3_Pieces_for_Solo_Flute_(Ferroud,_Pierre-Octave)",flute,,Early 20th century,,,Early 20th century,
3 Pieces for Solo Violin,"Petering, Mark","https://imslp.org/wiki/3_Pieces_for_Solo_Violin_(Petering,_Mark)",violin,,Modern,,"2003, 2013",Modern,16 minutes
"3 Pieces for Solo Voices, Op.63","Peters, Rob","https://imslp.org/wiki/3_Pieces_for_Solo_Voices,_Op.63_(Peters,_Rob)","Various , see below: 1. 3 sopranos and bass 2. soprano and piano or organ 3. 2 sopranos and organ or harmonium",,Modern,,1995,Modern,
"3 Pieces for Solo Voices, Op.92","Peters, Rob","https://imslp.org/wiki/3_Pieces_for_Solo_Voices,_Op.92_(Peters,_Rob)","various' , see below: 1. soprano, bass and organ 2. solo voice and piano 3. 4 sopranos",,Modern,,1998,Modern,
"3 Pieces for String Quartet, K019","Stravinsky, Igor","https://imslp.org/wiki/3_Pieces_for_String_Quartet,_K019_(Stravinsky,_Igor)","2 violins, viola, cello",,Early 20th century,,1914,Early 20th century,7 minutes
"3 Pieces for String Quartet, Op.137","Peters, Rob","https://imslp.org/wiki/3_Pieces_for_String_Quartet,_Op.137_(Peters,_Rob)","2 violins, viola, cello",see below,Modern,,2010,Modern,
3 Pieces for Strings,"Burnell, Paul","https://imslp.org/wiki/3_Pieces_for_Strings_(Burnell,_Paul)",strings,,Modern,,2007-08,Modern,15 minutes
"3 Pieces for Strings, Op.16","Peters, Rob","https://imslp.org/wiki/3_Pieces_for_Strings,_Op.16_(Peters,_Rob)","various , see below: 1. 2 violins, viola and cello 2. 2 violins, viola and cello 3. violin and viola",,Modern,,1991,Modern,
"3 Pieces for Strings, Op.31","Peters, Rob","https://imslp.org/wiki/3_Pieces_for_Strings,_Op.31_(Peters,_Rob)","various , see below: 1. violin, viola and cello 2. cello solo 3. violin, viola and cello",,Modern,,1992,Modern,
"3 Pieces for Strings, Op.4","Peters, Rob","https://imslp.org/wiki/3_Pieces_for_Strings,_Op.4_(Peters,_Rob)","various , see below: 1. violin solo 2. 2 violins, viola and cello 3. 2 violins, viola and cello",,Modern,,1990,Modern,
"3 Pieces for Strings, Op.69","Peters, Rob","https://imslp.org/wiki/3_Pieces_for_Strings,_Op.69_(Peters,_Rob)","various , see below: 1. violin, viola and cello 2. violin, viola and cello 3. cello solo",,Modern,,1996,Modern,
"3 Pieces for Strings, Op.99","Peters, Rob","https://imslp.org/wiki/3_Pieces_for_Strings,_Op.99_(Peters,_Rob)","Various (see below) 1. 6 violins 2. violin solo 3. male voice, male choir ad lib. and string orchestra",,Modern,,1999,Modern,
3 Pieces for Three Instruments,"Shirley, Nathan","https://imslp.org/wiki/3_Pieces_for_Three_Instruments_(Shirley,_Nathan)","Clarinet, Cello, Bassoon (playable on many combinations of instruments)",,Modern,,2009,Modern,8 minutes
3 Pieces for Viola and Piano,"Zitterbart Jr., Fidelis","https://imslp.org/wiki/3_Pieces_for_Viola_and_Piano_(Zitterbart_Jr.,_Fidelis)","Viola, piano",see below,Romantic,,,Romantic,
"3 Pieces for Violin and Cello, Op.96","Kondo, Kohei","https://imslp.org/wiki/3_Pieces_for_Violin_and_Cello,_Op.96_(Kondo,_Kohei)","violin, cello",,Modern,,2007,Modern,16 minutes
3 Pieces for Violin and Piano,"Akimenko, Theodore","https://imslp.org/wiki/3_Pieces_for_Violin_and_Piano_(Akimenko,_Theodore)",Violin and Piano,,Romantic,,,Romantic,
3 Pieces for Violin and Piano,"Fine, Vivian","https://imslp.org/wiki/3_Pieces_for_Violin_and_Piano_(Fine,_Vivian)",violin and piano,,Modern,,1940,Modern,9 minutes
3 Pieces for Violin and Piano,"Gibbs, Cecil Armstrong","https://imslp.org/wiki/3_Pieces_for_Violin_and_Piano_(Gibbs,_Cecil_Armstrong)","violin, piano",,Early 20th century,,1923,Early 20th century,8 minutes
3 Pieces for Violin and Piano,"Miles, Percy Hilder","https://imslp.org/wiki/3_Pieces_for_Violin_and_Piano_(Miles,_Percy_Hilder)","violin, piano",see below,Romantic,,1914-5,Romantic,
3 Pieces for Violin and Piano,"Zaranek, Stefaniya","https://imslp.org/wiki/3_Pieces_for_Violin_and_Piano_(Zaranek,_Stefaniya)","violin, piano",see below,Jazz,,,Early 20th century,
3 Pieces for Violin and Piano,"Zwaag, Wim","https://imslp.org/wiki/3_Pieces_for_Violin_and_Piano_(Zwaag,_Wim)","violin, piano",,Modern,,2011,Modern,
"3 Pieces for Violin and Piano, Op.10","Kotek, Yosif","https://imslp.org/wiki/3_Pieces_for_Violin_and_Piano,_Op.10_(Kotek,_Yosif)","violin, piano",,Romantic,,,Romantic,
"3 Pieces for Violin and Piano, Op.116","Sibelius, Jean","https://imslp.org/wiki/3_Pieces_for_Violin_and_Piano,_Op.116_(Sibelius,_Jean)",Violin and Piano,,Early 20th century,,1929,Early 20th century,
"3 Pieces for Violin and Piano, Op.17","Dunhill, Thomas","https://imslp.org/wiki/3_Pieces_for_Violin_and_Piano,_Op.17_(Dunhill,_Thomas)","Violin, piano",,Early 20th century,,by 1910,Romantic,
